start month,start year,end month,end year,Lamas num,case num,road num,road name,semel yishuv,shem yishuv,shem medaveach,sug slila,road len,road width,road area,road type,way type
5,2005,1,2008,6761,52275250,0,השלמת עבודות פיתוח וכביש כפר יונה,168,כפר יונה,משרד הבינוי והשיכון תל אביב,סלילת כביש,2750,8,22000,מצופה אספלט,עירונית
8,2000,1,2001,1527,0 0,0,המסגר,7400,נתניה,עיריית נתניה,שיקום כביש,940,7,6580,מצופה אספלט,אזורית
3,1998,6,1999,3202,0 0,0,גן יבנה,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבת כביש,740,14,10360,מצופה אספלט,גישה
10,2001,7,2002,3775,0 0,0,רמת אלון דרום,4000,חיפה,נתיבי איילון תל אביב,סלילת כביש,1500,14,21000,מצופה אספלט,אזורית
2,2011,11,2011,8954,9170 10,0,מטרונית קו מערבי קטע מרכזי,4000,חיפה,,הרחבת כביש,1200,7,8400,מצופה אספלט,עירונית
8,2000,12,2000,3981,274000 0,0,סגור כביש כניסה,9999,כביש בין ישובים,,שיקום כביש,300,7,1950,מצופה אספלט,גישה
6,2006,6,2008,6676,0 0,0,המגינים,4000,חיפה,,הרחבת כביש,1000,22,22000,מצופה אספלט,ראשית
4,2011,11,2011,9599,0 0,0,צומת הטייסים בן גוריון,7100,אשקלון,עיריית אשקלון,הרחבה ושיקום,455,20,9100,מצופה אספלט,ראשית
5,2023,5,2023,21833,,0,חלב,542,ריינה,מועצה מקומית ריינה,הרחבת כביש,110,10,1100,מצופה אספלט,עירונית
7,2011,10,2011,9253,7 11,0,כביש 675,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,3000,13,39000,מצופה אספלט,אזורית
5,1994,9,1998,3079,0 0,0,4,9999,כביש בין ישובים,,הרחבת כביש,5200,9,45240,מצופה אספלט,ראשית
1,2008,3,2008,7776,0 0,0,סאלה,1327,מעלה עירון,מועצה מקומית מעלה עירון,הרחבת כביש,500,9,4500,מצופה אספלט,עירונית
7,2023,9,2023,22139,33/22,0,בת הרים,8000,צפת,עיריית צפת,הרחבה ושיקום,130,1,130,מצופה אספלט,עירונית
10,1994,1,1997,3373,17900 0,0,עפולה עילית,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,הרחבת כביש,635,6,3810,מצופה אספלט,עירונית
6,1997,12,1997,3155,8944 0,0,עוקף אלקוש שלב,9999,כביש בין ישובים,,הרחבה ושיקום,2300,13,29900,מצופה אספלט,עירונית
5,2012,12,2012,9738,0 0,14,כביש 14,1045,שתולה,מועצה אזורית מעלה יוסף,סלילת כביש,200,12,2400,מצופה אספלט,עירונית
9,2020,0,0,18607,,0,חושן,47,כפר תבור,מועצה מקומית כפר תבור,סלילת כביש,110,8,825,מצופה אספלט,גישה
6,2018,6,2018,15853,0 0,0,הירקון,6100,בני ברק,עיריית בני - ברק,סלילת כביש,480,16,7661,מצופה אספלט,אזורית
5,1994,1,1997,3328,17441 0,0,אשקלון,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,סלילת כביש,3708,7,24102,מצופה אספלט,עירונית
8,2005,9,2006,6751,89 0,0,כניסה מערבית לחורפיש,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבת כביש,600,20,12000,מצופה אספלט,גישה
6,2014,8,2014,12001,10010 10,0,עכו - גשר מערבי + רמפות,9999,כביש בין ישובים,עיריית חיפה,סלילת כביש,1150,14,16100,מצופה אספלט,ראשית
9,2001,11,2001,1280,0 0,0,גאולים,6600,חולון,עיריית חולון,שיקום כביש,500,15,7500,מצופה אספלט,עירונית
3,2023,4,2023,21736,,0,אלתוראת',975,זרזיר,מועצה מקומית זרזיר,שיקום כביש,500,8,4000,מצופה אספלט,עירונית
2,2011,2,2012,9471,0 0,0,שושנים,1061,נצרת עילית,עיריית נוף הגליל,הרחבה ושיקום,32,5,160,מצופה אספלט,עירונית
6,2011,1,2013,9033,0 0,0,פנחס רוטנברג,8600,רמת גן,עיריית רמת גן,הרחבה ושיקום,460,9,4140,מצופה אספלט,אזורית
11,2012,3,2013,10958,111 12,774,מתפצל מכביש 784 עובר גבול קורנית ושכניה ומהווה גיש,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,2680,15,41165,מצופה אספלט,ראשית
6,1999,6,1999,929,0 0,0,עזה,5000,תל אביב -יפו,עיריית תל-אביב יפו,שיקום כביש,785,6,4710,מצופה אספלט,גישה
11,2021,4,2022,19570,,0,מעלה גמלא,4008,מעלה גמלא,מועצה אזורית גולן,סלילת כביש,890,4,3560,אחר,עירונית
5,2001,5,2001,869,0 0,0,שד' בן ציון,5000,תל אביב -יפו,עיריית תל-אביב יפו,שיקום כביש,400,13,5200,מצופה אספלט,אזורית
1,2001,1,2004,1337,0 0,0,השקמה,6900,כפר סבא,עיריית כפר-סבא,הרחבת כביש,90,2,180,מצופה אספלט,עירונית
4,2004,3,2007,5705,0 0,0,ש.ציון מזרח,4000,חיפה,,הרחבה ושיקום,400,9,3600,מצופה אספלט,עירונית
1,2013,6,2013,10838,0 0,0,כביש טבעת דרומית,962,טובא-זנגרייה,,הרחבת כביש,1100,12,13200,מצופה אספלט,עירונית
7,2018,12,2018,16311,0 0,0,חלקי,518,מעיליא,מועצה מקומית מעליא,הרחבת כביש,200,8,1600,מצופה אספלט,עירונית
6,2011,9,2013,9017,76 0,0,כביש 76,481,מגאר,עיריית מגאר,הרחבת כביש,150,7,1050,מצופה אספלט,עירונית
8,2000,12,2000,3951,271000 0,0,מג'דל כרום,9999,כביש בין ישובים,,הרחבה ושיקום,180,7,1260,מצופה אספלט,ראשית
5,2020,11,2020,18254,,0,יפתח,6400,הרצלייה,עיריית הרצליה,הרחבה ושיקום,150,6,900,מצופה אספלט,עירונית
5,1997,5,1997,1747,0 0,0,ברנדייס,7900,פתח תקווה,עיריית פתח תקווה,שיקום כביש,362,7,2353,מצופה אספלט,עירונית
4,1998,6,1998,4098,0 0,0,רכבת באר שבע,9000,באר שבע,,הרחבת כביש,753,4,3012,מצופה אספלט,עירונית
8,2001,8,2001,1835,0 0,0,היבנר,7900,פתח תקווה,עיריית פתח תקווה,הרחבת כביש,24,3,72,מצופה אספלט,גישה
4,2019,5,2019,17228,0 0,0,כביש 4,498,טורעאן,מועצה מקומית טורעאן,שיקום כביש,700,10,7000,מצופה אספלט,ראשית
10,2021,11,2021,19297,4600005612,90,,0,,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,1300,8,9750,מצופה אספלט,ראשית
10,1998,12,1998,1287,0 0,0,צומת העליה השני,6600,חולון,עיריית חולון,שיקום כביש,1000,8,8000,מצופה אספלט,עירונית
7,2022,9,2022,20646,,0,טורקיז,3787,נעלה,החברה לפיתוח מטה בנימין מזרח בנימין,שיקום כביש,200,8,1600,מצופה אספלט,עירונית
10,2021,4,2022,19153,,0,ריינה,542,ריינה,מועצה מקומית ריינה,סלילת כביש,1200,10,12000,מצופה אספלט,עירונית
11,2010,11,2010,8930,0 0,0,שארית ישראל,5000,תל אביב -יפו,עיריית תל-אביב יפו,הרחבת כביש,56,24,1344,מצופה אספלט,עירונית
2,2013,6,2013,10650,0 0,4,מרום גולן,4101,מרום גולן,מועצה אזורית גולן,הרחבה ושיקום,280,14,3920,מצופה אספלט,עירונית
7,2010,10,2010,8739,0 0,0,קרצוף וריבוד רחובות שונים,7400,נתניה,עיריית נתניה,שיקום כביש,652,15,9780,מצופה אספלט,עירונית
6,2021,12,2021,19058,,0,כביש 60,3000,ירושלים,מוריה ירושלים,הרחבת כביש,2000,11,22000,מצופה אספלט,עירונית
12,1993,4,1996,3540,48202 0,0,בנימינה,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,סלילת כביש,150,5,750,מצופה אספלט,עירונית
11,2006,8,2009,8487,0 0,5,גשר 5\20 מערב,2650,רמת השרון,,סלילת כביש,3000,23,69990,מצופה אספלט,ראשית
9,2016,10,2016,14095,0 0 4,0,ארז,714,ארז,מועצה אזורית שער הנגב,סלילת כביש,340,4,1360,מצופה אספלט,עירונית
3,2003,4,2003,5067,0 0,0,חיבור מינהרות כביש 2,4000,חיפה,,סלילת כביש,200,17,3400,מצופה אספלט,ראשית
1,2006,3,2006,6632,121 0,0,חתכים 5-10,1139,כרמיאל,עיריית כרמיאל,סלילת כביש,100,7,680,מרוצף,עירונית
5,2016,11,2016,13772,0 0,1976,הקישון,5000,תל אביב -יפו,עיריית תל-אביב יפו,סלילת כביש,125,3,376,מצופה אספלט,עירונית
11,2002,11,2002,4780,0 0,0,הקונגרס,7900,פתח תקווה,עיריית פתח תקווה,הרחבת כביש,15,3,45,מצופה אספלט,גישה
5,2020,5,2020,18251,,6,וינגייט,6400,הרצלייה,עיריית הרצליה,הרחבה ושיקום,1939,6,11634,מצופה אספלט,אזורית
2,1996,9,1997,3464,45013 0,0,מודיעין,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,סלילת כביש,1000,7,7000,מצופה אספלט,עירונית
11,2023,12,2023,22404,,0,נצרת,7300,נצרת,עיריית נצרת,שיקום כביש,168,6,1008,מצופה אספלט,עירונית
3,2007,4,2007,7441,0 0,0,הרחבת רח' יבנה,7900,פתח תקווה,עיריית פתח תקווה,הרחבת כביש,170,2,374,מצופה אספלט,אזורית
8,1996,12,1996,2794,527 0,0,רפופורט,8300,ראשון לציון,עיריית ראשון לציון,הרחבת כביש,200,12,2400,מצופה אספלט,עירונית
3,2023,3,2023,21770,,0,חזון איש,6700,טבריה,עיריית טבריה,שיקום כביש,335,6,2010,מצופה אספלט,עירונית
12,2017,4,2018,15473,110 0,0,חלת בחר,499,יפיע,מועצה מקומית יפיע,שיקום כביש,200,8,1600,מצופה אספלט,עירונית
12,2010,3,2011,8941,2060 1,0,כביש 412,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבה ושיקום,250,28,7000,מצופה אספלט,אזורית
10,2016,11,2016,14569,34 16,0,כביש R00741 כניסה לגינוסר,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,144,8,1172,מצופה אספלט,גישה
2,2016,4,2016,13768,0 0 11,0,כביש 11,8200,קריית מוצקין,עיריית קריית מוצקין,סלילת כביש,1200,6,7200,מצופה אספלט,עירונית
12,1997,9,1998,360,0 0,0,הותיקים,2500,נשר,עיריית נשר,הרחבת כביש,250,9,2250,מצופה אספלט,עירונית
5,2016,6,2016,13729,0 0 14,0,דייר חנא,492,דייר חנא,מועצה מקומית דיר חנא,סלילת כביש,300,8,2400,מצופה אספלט,עירונית
2,1997,2,1997,1682,0 0,0,הברוש,7900,פתח תקווה,עיריית פתח תקווה,שיקום כביש,7,7,49,מצופה אספלט,עירונית
1,2021,1,2021,18378,313250,0,בית הגדי,723,בית הגדי,מועצה אזורית שדות נגב,הרחבת כביש,700,9,6300,מצופה אספלט,עירונית
7,2010,9,2010,8920,0 0,0,הרצפלד,6600,חולון,עיריית חולון,שיקום כביש,250,7,1625,מצופה אספלט,עירונית
12,1996,6,1998,344,0 0,0,הגנה,2400,אור יהודה,עיריית אור-יהודה,הרחבת כביש,250,8,1875,מצופה אספלט,ראשית
11,1994,1,1996,2591,0 0,0,'אצל ב,9500,קריית ביאליק,עיריית קרית ביאליק,סלילת כביש,560,12,6720,מצופה אספלט,גישה
11,1994,10,1996,613,0 0,0,דרך בית לחם,3000,ירושלים,עיריית ירושלים,שיקום כביש,1700,10,17000,מצופה אספלט,אזורית
4,2001,12,2001,1716,0 0,0,מוהליבר,7900,פתח תקווה,עיריית פתח תקווה,שיקום כביש,190,8,1520,מצופה אספלט,גישה
2,2016,6,2016,13534,0 0,0,כביש ח'לת עלי שלב ב',494,דאלית אל-כרמל,משרד התחבורה נצרת עלית,סלילת כביש,240,14,3360,מצופה אספלט,עירונית
10,1994,7,1997,3337,17478 0,0,נתיבות,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,הרחבת כביש,5846,7,37999,מצופה אספלט,עירונית
4,2015,12,2015,13379,0 0,0,כביש 11 הנקודות,246,נתיבות,"ערן י.ד. בע""מ (דרך משרד השיכון) אשדוד",הרחבת כביש,40,34,1348,מצופה אספלט,עירונית
5,2003,8,2003,5183,2 2,0,כביש שד' הרצל,70,אשדוד,,סלילת כביש,1150,14,16100,מצופה אספלט,עירונית
10,2020,12,2020,18229,,0,כביש מספר 5,978,כעביה-טבאש-חג'אג'רה,מועצה מקומית כעבאיה,הרחבה ושיקום,300,6,1650,מצופה אספלט,עירונית
11,2022,0,0,22352,,0,מלחה דרך,3000,ירושלים,מוריה ירושלים,הרחבה ושיקום,412,1,412,מצופה אספלט,עירונית
10,2008,3,2009,8168,0 0,0,"ההגנה ,שלמה בן יוסף",7600,עכו,עיריית עכו,הרחבה ושיקום,1300,8,10400,מצופה אספלט,עירונית
7,2000,1,2002,3244,444 0,0,נחל ניטוף חדיד,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבת כביש,1700,13,22440,מצופה אספלט,ראשית
1,2022,0,0,20736,,0,בענה,483,בענה,משרד התחבורה נצרת עלית,סלילת כביש,750,12,9000,מצופה אספלט,עירונית
11,2017,11,2017,15429,6 0,0,לקייה 12,1060,לקיה,מועצה מקומית לקייה,סלילת כביש,540,7,3780,מצופה אספלט,ראשית
2,2008,3,2008,7731,0 0,0,פייר קנינג,6600,חולון,עיריית חולון,הרחבת כביש,215,7,1505,מצופה אספלט,עירונית
6,1996,3,1997,3832,0 0,0,32,9999,כביש בין ישובים,,הרחבה ושיקום,500,22,11000,מצופה אספלט,ראשית
10,1993,8,1996,3295,16985 0,0,ירושלים,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,הרחבת כביש,200,5,1000,מצופה אספלט,עירונית
8,2020,11,2020,18179,0 0,0,כביש מספר 92,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבה ושיקום,400,12,4800,מצופה אספלט,ראשית
12,2007,12,2009,7661,12468670,0,השלמות פיתוח,7000,לוד,משרד הבינוי והשיכון תל אביב,הרחבת כביש,70,10,700,מצופה אספלט,עירונית
8,2011,2,2012,9457,4 11,0,כאבול,504,כאבול,,הרחבה ושיקום,750,13,9750,מצופה אספלט,ראשית
6,2005,6,2005,6278,52062300,0,16,3780,ביתר עילית,עיריית ביתר עילית,שיקום כביש,240,19,4440,מצופה אספלט,עירונית
9,2002,9,2002,4757,0 0,0,אורלנסקי,7900,פתח תקווה,עיריית פתח תקווה,הרחבת כביש,22,3,66,מצופה אספלט,עירונית
8,2002,1,2004,6040,30 55964 02,0,מעלה אדומים מכרז 5286,3616,מעלה אדומים,משרד הבינוי והשיכון תל אביב,סלילת כביש,4210,14,58940,מצופה אספלט,עירונית
12,2013,12,2014,12377,2362 1,70,כביש 70 ב,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבת כביש,400,18,7000,מצופה אספלט,ראשית
2,1993,4,1997,2743,218 0,0,פוקס,7400,נתניה,עיריית נתניה,הרחבת כביש,800,23,18400,מצופה אספלט,ראשית
7,2010,10,2010,8935,0 0,0,דרך ואדי ג'סאל,2710,אום אל-פחם,עיריית אום אל פחם,סלילת כביש,300,6,1800,לא ידוע,עירונית
11,2019,11,2019,17588,0 0,0,"תש""מ",8300,ראשון לציון,עיריית ראשון לציון,שיקום כביש,820,16,13120,מצופה אספלט,עירונית
12,2015,3,2016,13340,0 0,801,כביש 801,6900,כפר סבא,אריה ארז (החברה הכלכלית) באר שבע,הרחבת כביש,1000,7,7000,מצופה אספלט,עירונית
8,1993,5,1996,3762,0 0,0,מאפו,9999,כביש בין ישובים,נתיבי איילון תל אביב,הרחבת כביש,200,11,2200,מצופה אספלט,עירונית
12,2000,12,2000,999,0 0,0,מצובה,5000,תל אביב -יפו,עיריית תל-אביב יפו,שיקום כביש,195,8,1560,מצופה אספלט,גישה
5,1993,1,1996,3537,48152 0,0,ערד,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,סלילת כביש,4000,6,24000,מצופה אספלט,עירונית
7,2012,7,2012,9917,0 0,0,מצדה,8600,רמת גן,עיריית רמת גן,שיקום כביש,18,6,99,מצופה אספלט,גישה
7,1999,11,1999,1478,0 0,0,בתי חולים,7300,נצרת,עיריית נצרת,הרחבת כביש,900,9,8100,מצופה אספלט,ראשית
1,2014,4,2014,11848,0 0,67,באקה,6000,באקה אל-גרביה,עיריית באקה ג'ת,סלילת כביש,340,12,4080,מצופה אספלט,עירונית
9,2016,9,2016,14265,4 16,0,אלג'לאן,654,כפר קרע,מועצה מקומית עילבון,הרחבה ושיקום,100,7,700,מצופה אספלט,עירונית
8,2002,8,2002,4829,0 0,0,חרש,8400,רחובות,עיריית רחובות,שיקום כביש,260,8,2080,מצופה אספלט,עירונית
11,1999,8,2003,167,0 0,0,גרעין הכפר,654,כפר קרע,מועצה מקומית כפר-קרע,הרחבה ושיקום,500,6,3000,מצופה אספלט,עירונית
11,2006,11,2006,7105,0 0,0,עמינדב,8600,רמת גן,עיריית רמת גן,שיקום כביש,150,5,820,מצופה אספלט,עירונית
3,1994,12,1997,2983,107590 0,0,השושנים,6500,חדרה,עיריית חדרה,הרחבה ושיקום,290,4,1044,מצופה אספלט,עירונית
5,2013,5,2013,10874,0 0,0,מעלה אפרים,3608,מעלה אפרים,מועצה מקומית מעלה אפריים,שיקום כביש,300,9,2700,מצופה אספלט,עירונית
7,2011,7,2014,9754,0 0,0,עין שמר,139,עין שמר,מועצה איזורית מנשה,סלילת כביש,1000,7,7000,מצופה אספלט,עירונית
12,2018,5,2019,17189,0 0,0,כביש 4 לכיוון יורד,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבה ושיקום,1321,12,15192,מצופה אספלט,ראשית
1,2017,3,2017,14529,65 0,0,ביאדה,1327,מעלה עירון,מועצה מקומית מעלה עירון,הרחבת כביש,120,8,960,מצופה אספלט,גישה
5,1999,5,1999,879,0 0,0,שד' רוקח,5000,תל אביב -יפו,עיריית תל-אביב יפו,שיקום כביש,155,9,1395,מצופה אספלט,ראשית
8,2000,1,2005,3971,273000 0,0,בסמייה עין אל ס,9999,כביש בין ישובים,,הרחבה ושיקום,400,7,2800,מצופה אספלט,גישה
11,2021,0,0,19609,,0,,2400,אור יהודה,"ערן י.ד. בע""מ (דרך משרד השיכון) אשדוד",סלילת כביש,285,6,1710,מצופה אספלט,עירונית
1,2002,5,2002,4459,0 0,0,סילבר,4000,חיפה,עיריית חיפה,הרחבת כביש,2000,8,16000,מצופה אספלט,עירונית
1,1999,2,2000,3725,2545 0,0,קבוץ גלויות,5000,תל אביב -יפו,נתיבי איילון תל אביב,הרחבה ושיקום,1300,23,29900,מצופה אספלט,ראשית
10,2005,11,2007,7616,43 5,0,קפלן,5000,תל אביב -יפו,נתיבי איילון תל אביב,הרחבה ושיקום,800,21,17000,מצופה אספלט,ראשית
4,2022,4,2022,20556,4600004887,443,,0,,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,195,4,780,מצופה אספלט,ראשית
9,2000,3,2001,1418,0 0,0,צבי סגל,7100,אשקלון,עיריית אשקלון,הרחבת כביש,167,12,2004,מצופה אספלט,אזורית
8,2016,8,2016,14263,4 16,0,כפר קרע אלדעת,654,כפר קרע,מועצה מקומית עילבון,הרחבה ושיקום,1000,10,10000,מצופה אספלט,עירונית
4,1999,5,1999,1724,0 0,0,אורבך,7900,פתח תקווה,עיריית פתח תקווה,סלילת כביש,90,6,495,מצופה אספלט,אזורית
8,2023,0,0,22308,,0,רזיאל,2100,טירת כרמל,חוצה ישראל,הרחבה ושיקום,1900,8,15200,מצופה אספלט,עירונית
1,1996,9,1996,2025,0 0,0,הרצל קטע צפוני,8400,רחובות,עיריית רחובות,הרחבת כביש,1000,16,16000,מצופה אספלט,ראשית
10,2012,10,2012,10178,0 0,0,שלום,7800,פרדס חנה-כרכור,מועצה מקומית פרדס חנה כרכור,הרחבה ושיקום,300,5,1560,מצופה אספלט,עירונית
5,2005,5,2005,6581,0 0,0,בן גוריון,8600,רמת גן,עיריית רמת גן,הרחבת כביש,185,24,4440,מצופה אספלט,ראשית
2,2016,7,2018,15375,0 0,0,גני אביב-2,7000,לוד,עיריית לוד,הרחבת כביש,35,6,220,מרוצף,עירונית
12,2008,12,2008,7961,7080 10,0,אבן גבירול,4000,חיפה,,סלילת כביש,400,15,6000,מצופה אספלט,ראשית
1,2017,3,2017,14360,0 0,0,טיילת הבנים,3604,אלון שבות,מועצה אזורית גוש עציון,הרחבת כביש,220,9,1980,מצופה אספלט,אזורית
3,2002,6,2002,4167,0 0,0,שד' ירושלים,8500,רמלה,עיריית רמלה,הרחבת כביש,300,20,6000,מצופה אספלט,ראשית
1,2022,7,2022,21471,4600006068,12,,0,,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,400,9,3720,מצופה אספלט,ראשית
5,2022,6,2022,20419,2020-06-01 00:00:00,12,,0,,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",שיקום כביש,2439,9,22194,מצופה אספלט,ראשית
5,2001,6,2001,1454,0 0,0,גבעתי,7200,נס ציונה,עיריית נס ציונה,שיקום כביש,120,4,480,מצופה אספלט,עירונית
8,1995,9,1996,2463,0 0,0,כביש 2,9100,נהרייה,עיריית נהריה,סלילת כביש,520,13,6760,מצופה אספלט,אזורית
4,2011,5,2011,9576,0 0,0,התקומה,8300,ראשון לציון,עיריית ראשון לציון,הרחבה ושיקום,250,12,3000,מצופה אספלט,אזורית
1,2013,3,2013,10605,0 0,0,כביש פנימי שער בניימין,9999,כביש בין ישובים,החברה לפיתוח מטה בנימין מזרח בנימין,סלילת כביש,250,8,2000,מצופה אספלט,עירונית
4,2020,7,2020,17795,0 0,0,אפריאט,8500,רמלה,עיריית רמלה,הרחבת כביש,600,16,9600,מצופה אספלט,עירונית
8,1996,9,1997,3475,45049 0,0,באר שבע,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,סלילת כביש,2060,5,10300,מצופה אספלט,עירונית
1,2021,2,2021,19031,,0,כביש רמפה בכניסה לאיזור לב הארץ,634,כפר קאסם,עיריית כפר -קאסם,הרחבה ושיקום,578,8,4624,מצופה אספלט,עירונית
5,2019,6,2019,17267,0 0,0,ציון - מפינת אלמוג עד פרט,9600,קריית ים,עיריית קרית-ים,שיקום כביש,143,12,1716,מצופה אספלט,עירונית
5,1999,6,1999,1407,0 0,0,גדעון,7100,אשקלון,עיריית אשקלון,שיקום כביש,700,10,7000,מצופה אספלט,אזורית
0,0,0,0,22458,,0,,0,,מועצה מקומית עג'ר,,0,0,0,,ראשית
1,2008,3,2008,7732,0 0,0,חלץ,6600,חולון,עיריית חולון,הרחבת כביש,185,7,1295,מצופה אספלט,עירונית
8,2003,6,2007,5241,0 0,0,כביש 60,481,מגאר,עיריית מגאר,הרחבה ושיקום,410,10,4100,מצופה אספלט,עירונית
6,1996,2,1997,3028,443 0,0,שילת בית סירה,9999,כביש בין ישובים,,הרחבה ושיקום,5000,14,70000,מצופה אספלט,אזורית
10,1994,3,1996,1540,0 0,0,בן צבי,7400,נתניה,עיריית נתניה,הרחבה ושיקום,1000,26,26000,מצופה אספלט,ראשית
12,1993,12,1996,3315,17298 0,0,מעלה אדומים,9999,כביש בין ישובים,משרד הבינוי והשיכון תל אביב,הרחבת כביש,11330,5,56650,מצופה אספלט,עירונית
8,2011,1,2012,11687,97 11,75,כביש 75,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבה ושיקום,3500,25,88900,מצופה אספלט,ראשית
3,2023,3,2023,21200,,0,בן יהודה,8500,רמלה,עיריית רמלה,הרחבת כביש,115,8,920,מצופה אספלט,עירונית
10,2004,11,2004,6273,51982210,0,27,3780,ביתר עילית,עיריית ביתר עילית,הרחבה ושיקום,440,14,5940,מצופה אספלט,עירונית
3,2002,5,2004,6029,32 55575 02,0,פ.זאב מזרח מכרז 5260,3000,ירושלים,משרד הבינוי והשיכון תל אביב,סלילת כביש,2800,12,33600,מצופה אספלט,עירונית
6,2020,11,2020,18272,,0,סמארה מזרח,2720,טירה,עיריית טירה,הרחבת כביש,135,11,1485,מצופה אספלט,עירונית
7,2013,6,2014,11438,0 0,94,"בי""ס אבו אלרומאן",8900,טמרה,עיריית טמרה,הרחבה ושיקום,700,12,8400,מצופה אספלט,עירונית
10,2007,10,2007,7561,0 0,0,שאול המלך,5000,תל אביב -יפו,עיריית תל-אביב יפו,שיקום כביש,35,20,700,מצופה אספלט,עירונית
8,2005,12,2005,6489,0 0,0,פבריגת,6600,חולון,עיריית חולון,הרחבת כביש,550,7,3850,מצופה אספלט,עירונית
11,2022,4,2023,21267,,0,הגנה,9500,קריית ביאליק,עיריית קרית ביאליק,שיקום כביש,550,11,6050,מצופה אספלט,עירונית
10,2016,11,2016,14158,1 2015,0,ששת הימים,2600,אילת,החברה הכלכלית אילת,סלילת כביש,500,9,4425,מצופה אספלט,עירונית
8,2015,3,2016,13691,0 0,0,עזרא לניאדו,2100,טירת כרמל,עיריית טירת כרמל,הרחבה ושיקום,700,10,7000,מצופה אספלט,עירונית
6,1994,12,1997,2782,452 0,0,ברסלבסקי,8300,ראשון לציון,עיריית ראשון לציון,סלילת כביש,180,14,2520,מצופה אספלט,עירונית
4,2006,4,2006,7131,0 0,0,כביש מס' 4,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבה ושיקום,1000,7,7200,מצופה אספלט,ראשית
7,2007,9,2007,7476,0 0,0,יואב,8600,רמת גן,עיריית רמת גן,הרחבת כביש,280,8,2100,מצופה אספלט,גישה
10,1998,12,1998,2000,0 0,0,המשך שד' רים,8300,ראשון לציון,עיריית ראשון לציון,שיקום כביש,200,10,2000,מצופה אספלט,עירונית
10,2006,5,2008,7379,0 0,0,כביש 42 צומת גבירול,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",סלילת כביש,2500,25,63500,מצופה אספלט,ראשית
4,2005,4,2005,6440,0 0,0,החיטה,1061,נצרת עילית,עיריית נוף הגליל,שיקום כביש,300,10,3000,מצופה אספלט,עירונית
3,2003,5,2003,5271,0 0,0,גישה למתחם שלמה,7900,פתח תקווה,עיריית פתח תקווה,סלילת כביש,200,8,1500,מצופה אספלט,עירונית
6,2022,8,2022,20827,,0,רב אשי,5000,תל אביב -יפו,עיריית תל-אביב יפו,שיקום כביש,430,10,4300,מצופה אספלט,עירונית
9,2022,12,2022,21178,,0,מבצע משה,31,אופקים,עיריית אופקים,שיקום כביש,90,12,1080,מצופה אספלט,עירונית
1,2006,4,2006,6667,0 0,0,הרב קוק,6500,חדרה,עיריית חדרה,סלילת כביש,260,6,1430,מצופה אספלט,עירונית
2,2005,1,2010,6169,4627 5,0,שד' גולדה בין צומת גבעת משה לבין צומת הר חוצבים,3000,ירושלים,מוריה ירושלים,הרחבה ושיקום,2000,21,42000,מצופה אספלט,ראשית
10,2023,0,0,22364,,0,אליפז,1248,אליפז,מועצה אזורית חבל אילות,הרחבה ושיקום,3500,1,4200,מצופה אספלט,עירונית
6,2000,12,2000,418,0 0,0,כביש 2,2620,קריית אונו,עיריית קרית אונו,סלילת כביש,130,7,910,מצופה אספלט,ראשית
1,2019,1,2019,17194,0 0,0,כביש 90 ל-2 כיוונים,9999,כביש בין ישובים,"החברה הלאומית לדרכים בישראל מע""צ אור יהודה",הרחבה ושיקום,1700,11,18700,מצופה אספלט,ראשית
